NAME,STREET,VIOLATIONS,INSPECTIONS,FORMAL_ACTIONS
ATLAS GARAGE,1010 W VAN BUREN,0,0,0
ATLAS INDIANA - BP,6600 S STONY ISLAND,0,0,0
ATLAS INDIANA - BP,400 E 95TH ST,0,0,0
ATLAS INDIANA 1338 - BP,8600 S STONY ISLND AVE,0,0,0
ATLAS INDIANA 812 - BP,6702 S PULASKI,0,0,0
ATLAS INDIANA 831 AKA BP,4653 S WESTERN BLVD,0,0,0
ATLAS TUBE INC,1855 E. 122ND ST.,0,1,0
ATS DESIGN STUDIO,4229 NORTH HONORE,0,0,0
ATTAF MOOSA DBA FALCON FUEL & MINI MART,7600 S HALSTED,0,0,0
ATTICA AUTO BODY,4340 N KEDZIE AVE,0,0,0
ATTUCKS ELEM SCHOOL,3813 S DEARBORN ST,0,0,0
AUDITORIUM THEATRE,50 E CONGRESS PKWY,0,0,0
AUDUBON ELEMENTARY SCHOOL,3500 N HOYNE AVE,0,0,0
AUGUSTUS BURLEY ELEMENTARY SCH-CHGO BDED,1630 W BARRY AVE,0,0,0
AUJS CHICAGO BRANCH,730 N ALBANY ST 1ST FLR,0,0,0
AURORA ATHLETIC CLUB-TREATMENT PLANT,2207 W GIDDINGS STREET,11,0,0
AUSTIN & MONTROFT,5959 W MONTROFT AVE,0,0,0
AUSTIN SEXTON ELEMENTARY,6020 S LANGLEY AV,0,0,0
AUSTIN TOWN HALL PARK,5610 W LAKE ST,0,0,0
AUTO CLUTCH & PARTS,3125 WEST FULLERTON AVENUE,0,0,0
AUTO PRO COLLISION CLINIC INC,9928 S VINCENNES,0,0,0
AUTO ZONE #4435,3715 N WESTERN,0,0,0
AUTO ZONE #4444,3525 N CICERO AVE,0,0,0
AUTO-WARES ILLINOIS,2301 S ASHLAND,0,1,0
AUTOMATED FUEL SYSTEMS INC,222 N HALSTED,0,0,0
AUTOMATIC LITHOGRAPHERS,3734 W BELMONT,0,0,0
AUTOMATIC SPRING DIVISION,4045 W THORNDALE AVE,0,0,0
AUTOMOTIVE ENGINE MACHINE,5147 W 47TH ST,0,0,0
AUTOS R US INC,3614 S ARCHER,0,0,0
AUTOZONE #5246,2255 S WESTERN AVE,0,0,0
AVAILABLE BUSINESS PRINTING,4141 S PEORIA ST,0,0,0
AVAILABLE BUSINESS PRINTING,1519 S STATE ST,0,0,0
AVALON PARK SCHOOL,8045 S KENWOOD AVE,0,0,0
AVALOTIS PAINTING CO INC,1931 W LAKE ST,0,1,0
AVENUE FOOD MART,6834 W BELMONT AVE,0,0,0
AVIS CAR RENTAL,6015 S CICERO,0,0,0
AVIS RENT A CAR SYSTEM LLC,1000 BESSIE COLMAN DR.,0,0,0
AVLON INDUSTRIES,5401 W 65TH/SITE B,0,0,0
AVONDALE,2945 N SAWYER,0,0,0
AVONDALE AUTO BODY,4860 N ELSTON,0,0,0
AVONDALE BODY SHOP,4860 N ELSTON AVE,0,1,0
AVONDALE PARK,3516 W SCHOOL ST,0,0,0
AWARD PRINTING CORP,2300 N KILBOURNE,0,0,0
"AWSP-01-02/03 - SUCTION WELL, LOW & HIGH SERVICE PUMP STATIONS",8422 S KEDVALE AVE,0,0,0
AXLETECH INTERNATIONAL - US GEAR DIVISION,1020 W 119TH ST,0,0,0
AZCON CORP,13733 S AVENUE O,0,0,0
AZCON CORP,13733 S. AVENUE,12,0,0
AZTEC MATERIAL SERVICE CORP,1400 WEST 32ND STREET,0,0,0
AZTECA FOODS INC,5005 S NAGLE,0,0,0
AZTECAS AUTO REPAIR,4614 S MARSHFIELD,0,0,0
B & B PULLMAN PROPERTIES,700 E 107TH ST-B,0,0,0
B & T POLISHING INC,2433 W. FULTON AVE.,0,0,0
B&B BODY CO INC,3665 W OGDEN AVE,0,0,0
B&D AUTO BODY REPAIR,1226 E 95TH ST,0,0,0
B&L AUTOMOTIVE REPAIRS INC,3830 N KEDZIE AVE,0,0,0
B&M AUTO COLLISION CENTER,4440 W ADDISON,0,0,0
B&M AUTO COLLISION CENTER,4403 W ADDISON AVE,0,0,0
B&S AUTO REBUILDERS,3515 N CICERO,0,0,0
BABY BRITE CLEANERS,10511 S WESTERN AVE,0,0,0
BAGCRAFT PACKAGING LLC,3900 W. 43RD ST.,1,2,1
BAK ELECTRIC CO,7620 S ALBANY,0,0,0
BAKERY CHEF,2334 N KILBOURN,0,0,0
BALLY'S CHICAGO CASINO,777 W CHICAGO AVENUE,0,0,0
BALO JOHN CLEANERS,5609 W LAKE ST,0,0,0
BANDWITH COMMUNITY PERFORMING ARTS CENTER,148 S CALIFORNIA AVE,0,0,0
BANK OF AMERICA ILL,840 S CANAL,0,0,0
BANK OF AMERICA RETAIL,1590 N CLYBOURN,0,0,0
BANNER WHOLESALE GROCERS,2639 S DAMEN AVE.,NA,1,1
BAPTISTE SCHOOL CHICAGO BOARD OF ED.,5025 N LARAMIE AVE,0,0,0
BARKER CHEMICAL CO,700 E 138TH STREET,0,0,0
BAROQUE SILVERSMITH INC,5 N WABASH ST ROOM 400,0,0,0
BARRY AUTO REPAIR,3019 W MONTROSE AVE,0,0,0
BARRY CALLEBAUT USA LLC,4845 S LAWNDALE AVE,0,0,0
BARRY-REGENT CLEANERS,3000 N BROADWAY ST,0,0,0
BARSANTI WOODWORK CORP,2414 W CULLERTON AVE,0,0,0
"BARSKI, WAYNE & BONNIE",7551 SOUTH SHORE DR,0,0,0
BARTON ELEMENTARY SCHOOL,7650 S. WOLCOTT,0,0,0
BATORY FOODS,2234 W 43RD ST,0,0,0
BAUERS SVC,7606 W TOUHY,0,0,0
BAY PRINTERS,4540 W LAWRENCE AVE,0,0,0
BAY VALLEY FOODS LLC,4401 W 44TH PL,0,0,0
BAYS ENGLISH MUFFINS,1026 W JACKSON BLVD,0,0,0
BBS ASSOCIATES AKA MARATHON FOOD CTR,505 E 67TH ST,0,0,0
BEACON CAPITAL PARTNERS,1 N DEARBORN,0,0,0
BEARING SALES CORP,4153 N KOSTNER AVE,0,0,0
BEAUBIEN WOODS,1757 E 134TH STREET,0,0,0
BEAUBIEN WOODS FOREST PRESERVE,1757 E 134TH ST,0,0,0
BED BATH & BEYOND 1283,555 W ROOSEVELT RD 2ND FL,0,0,0
BED BATH & BEYOND 495,530 N STATE ST,0,0,0
BED BATH & BEYOND 506,2838 N BROADWAY STE 1,0,0,0
BED BATH & BEYOND 63,1800 N CLYBOURNE AVE STE A,0,0,0
BEDFORD MOTOR SVC,5952 W 65TH ST,0,0,0
BEELMAN RIVER TERMINALS INC,10459 S MUSKEGON AVE,0,0,0
"BEELMAN RIVER TERMINALS, INC",10443 SOUTH MUSKEGON AVEN,7,1,1
BELAIR AUTO COLLISION & RESTORATION,11320 S PULASKI,0,0,0
BELAY DIAGNOSTICS,1375 W FULTON ST STE 530,0,0,0
BELCHI GAS & FOOD INC,755 W LAWRENCE AVE,0,0,0
BELL OIL TERMINAL,3741 S PULASKI RD,0,2,0
BELLWOOD INDUSTRIAL PLATING INC,4351-4359 W ROOSEVELT RD,0,1,0
BELMONT BOWL,1635-1649 W BELMONT,0,0,0
BELMONT HEIGHTS AUTOBODY INC,7442 W BELMONT,0,0,0
BENITO JUAREZ HIGH SCHOOL,2150 S LAFLIN AVE,0,0,0
BENJAMIN E MAYS ACADEMY,1800 W GARFIELD BLVD,0,0,0
BENJAMIN W RAYMOND SCHOOL,3663 S WABASH,0,0,0
BENNETT AUTO REBUILDERS INC,2300 W 79TH ST,0,0,0
BERGER PARK,6205 N SHERIDAN RD,0,0,0
BERGER US INC,2524 S BLUE ISLAND AVE,0,0,0
BERGLUND MAINTENANCE CO,8410 S SOUTH CHICAGO AVE,0,0,0
BERKSHIRE FURNITURE CO. D/B/A FBA,5950 WEST 51ST STREET,0,0,0
BERMAN NISSAN OF CHICAGO,3456 N KEDZIE AVE,0,0,0
BERMAN SUBARU OF CHICAGO,4444 IRVING PARK RD,0,0,0
BERNACKI & ASSOCIATES INC,424 N OAKLEY,0,0,0
BERTEAU-LOWELL PLATING PLATING INC,2318 W FULLERTON AVE,0,0,0
BESSEMER PARK,8930 S MUSKEGON AVE,0,0,0
BEST PRACTICES HIGH SCHOOL,2040 W ADAMS ST-B,0,0,0
BETA BUILDING PSI QUANTUM REVISION,3733 EAST 87TH ST,0,0,0
BETHANY HOSPITAL,3435 W. VAN BUREN,0,0,0
BETHANY UNITED CHURCH OF CHRIST,4250 N PAULINA,0,0,0
BETSY ROSS SCHOOL,6059 S WABASH AVE,0,0,0
BETTY BRITE CLEANERS,11518 S. MICHIGAN AVENUE,0,0,0
BEVERLY MAINTENANCE GARAGE,1343 - 1345 W 103RD,0,0,0
BIG CITY AUTO,3800 W 79TH ST,0,0,0
BILTMORE CLEANERS,3214 W BRYN MAWR,0,0,0
BIMBO BAKERIES USA,1026 W JACKSON BLVD,0,0,0
BIMBO QSR CHICAGO LLC,1801 W 31ST PL,0,2,0
BING CONSTRUCTION INC.,2217 SOUTH WENTWORTH AVENUE,NA,0,0
"BING CONSTRUCTION, INC.",453 WEST 24TH STREET,NA,0,1
BINOS BELL SAYRE,6973 W BELMONT,0,0,0
BIO STAR FILMS LLC,4848 S HOYNE AVE,0,1,0
BIONIC AUTO PARTS AND SALES INC,4655 W NORTH AVE,0,1,0
BJC GAS STATION DBA SHELL FOOD MART,3959 W FULLERTON &PULASKI,0,0,0
BL NICKELSON IRON & METAL,8501 S BALTIMORE,0,0,0
BLACKHAWK PARK,2318 N LAVERGNE AVE,0,0,0
BLACKSTONE HOTEL,636 S MICHIGAN AVE,0,0,0
BLAINE ELEM SCHOOL,1420 W GRACE ST,0,0,0
BLOOMER CHOCOLATE COMPANY,600 W KINZIE ST,0,1,0
BLOOMINGDALES,900 N MICHIGAN AVE,0,0,0
BLUE MESA RECREATION RANCH-LOWER SOUTH PUMPHOUSE AND WTP WL002,2 N RIVERSIDE PLAZA STE 800,3,0,0
"BLUEAIR, INC.","125 SOUTH CLARK STREET, SUITE 2000",NA,0,2
BNSF - CORWITH YARD,3611 WEST 38TH STREET,0,3,0
BNSF - WESTERN YARD IMPROVEMENTS,1617 S WESTERN AVE,0,0,0
BNSF CORWITH,3757 W 38TH ST,0,0,0
BOASSO AMERICA,900 E 120TH ST,0,1,0
BODY BUILDERS INC,1634 W NORTH AVE,0,0,0
BOHEMIAN NATIONAL CEMETERY,5255 N PULASKI,0,0,0
BOKER INVESTMENT INC,660 N RUSH ST,0,0,0
BOND CHEMICAL CO,2100 W FULTON,0,1,0
BOND CO,4237 W 42ND PL,0,0,0
BOND CORP,4237 W ANN LURIE PL,0,1,0
BOND SCHOOL,7050 S MAY ST,0,0,0
BOOK COVERS INC,4501 W 16TH ST,0,0,0
BOULEVARD AUTOBODY,5807 W GRAND AVE,0,0,0
BP,2751 W PETERSON & CALIFNA,0,0,0
BP,4710 S ARCHER & 47TH,0,0,0
BP,2800 FULLERTON,0,0,0
BP,3954 W DIVISION & PULASKI,0,0,0
BP,3201 W MONTROSE AVE,0,0,0
BP,3101 S MICHIGAN AVE,0,2,1
BP,7059 S STATE,0,0,0
BP,1602 W CERMAK RD,0,0,0
BP,603 S INDEPENDENCE,0,0,0
BP,631 N LASALLE & ONTARIO,0,0,0
BP,970 W 39TH STEET,NA,2,0
BP,1647 NORTH LASALLE,NA,1,0
BP,3142 W NORTH AVE,0,0,0
BP,437 E PERSHING RD,0,0,0
BP,1841 W DEVON,0,0,0
BP,841 W IRVING PARK,0,0,0
BP,342 E 35TH ST,0,0,0
BP,4000 W PETERSON & PULASKI,0,0,0
BP,150 W 63RD & WENTWORTH,0,0,0
BP,101 N WESTERN AVE,0,0,0
BP,10302 S TORRENCE AVE,0,0,0
BP,6405 NORTHWEST HWY & HARLEM,0,0,0
BP,5210 NORTHWEST HWY,0,0,0
BP,7448 S STONY ISLAND AVE,0,0,0
BP 10652,255 W 55TH ST & PRINCE,0,0,0
BP 10720,8648 S JEFFREY AVE,0,0,0
BP 11704,7559 S STATE,0,0,0
BP 25771,7900 S WESTERN AVE,0,0,0
BP AMOCO,1600 N ELSTON,0,0,0
BP AMOCO,1334 W DIVISION ST,0,0,0
BP AMOCO,39 N PULASKI RD,0,0,0
BP AMOCO,4000 N PETERSON,0,0,0
BP AMOCO,2405 W AUGUSTA,0,0,0
BP AMOCO,8650 S MORGAN,0,0,0
BP AMOCO,1600 W VAN BUREN,0,0,0
BP AMOCO,342 E 35TH ST,0,0,1
BP AMOCO,1950 N CALIFORNIA,0,0,0
BP AMOCO 5025,4400 W NORTH AVE,0,0,0
BP AMOCO 5072,3954 W DIVISION,0,0,0
BP AMOCO OIL CO,1841 W DEVON,0,0,0
BP GAS STATION,1607 W FULLERTON,0,0,0
BP OIL,8654 S VINCENNES,0,0,0
BP ROYAL FOOD & GAS,9900 S HALSTED,0,0,0
BP STATION,4518-4520 S CICERO AVE,0,0,0
BP- ARCHWAY OIL INC,1647 N LASALLE,0,0,0
BP/AG FULLERTON INC,4444 W FULERTON,0,0,0
BRA INC,1200 W BELMONT,0,0,0
BRADS TIRE,9100 S CHICAGO AVE,0,0,0
BRAINERD PARK,1246 W 92ND ST,0,0,0
BRANDEBURG INDUSTRIAL SERVICE CO,2625 S LOOMIS,0,0,0
BRANDENBURG INDUSTRIAL SERVICE CO,2306 W 47TH ST,0,0,0
BRANDENBURG INDUSTRIAL SERVICE CO,2357 S WOOD ST,0,0,0
BRANDENBURG INDUSTRIAL SERVICE COMPANY,703 W CHICAGO,0,0,0
BRANDS PARK,3259 N ELSTON AVE,0,0,0
BRENNAN J M & CO INC,651 W 43RD ST,0,0,0
BRENNANS TRUST,2114 S WABASH AVE,0,0,0
BRENNTAG GREAT LAKES LLC,4801 S AUSTIN AVE,1,1,0
BRENTANO MATH & SCIENCE ACAD,2723 N FAIRFIELD,0,0,0
BRET HARTE ELEM SCHOOL,1556 E 56TH ST,0,0,0
BRIDGE A32 OVER N. MILWAUKEE AVE.,3740 N. MILWAUKEE AVE.,0,0,0
BRIDGE DEVELOPMENT PARTNERS LLC,350 W HUBBARD STREET SUITE 430,0,0,0
BRIDGE HOUSE,MICHIGAN & WACKER,0,0,0
BRIDGEPORT AUTO BODY SHOP,907 W 35TH ST,0,0,0
"BRIDGESTONE RETAIL OPERATIONS, LLC D.B.A FIRESTONE COMPLETE AUTO CARE #026514",909 W NORTH AVE,0,0,0
BRIDGEWATER STUDIO INC,4834 S OAKLEY,0,0,0
BRIGHT METAL FINISHING CO,3905 W. ARMITAGE AVE.,0,0,0
BRINKS INC,919 S CALIFORNIA AVE,0,0,0
BROADWAY ARMORY PARK,5917 N BROADWAY AVE,0,0,0
BROADWAY AUTO & BODY REPAIR,6147 N BROADWAY ST,0,0,0
BRONZEVILLE COMMUNITY MICROGRID,3807 S MICHIGAN AVE,0,0,0
BROUTMAN L J AND ASSOC LTD,3424 S STATE ST,0,0,0
BROWN ELEMENTARY SCHOOL,54 N HERMITAGE,0,0,0
BRUISERS AUTO CARE,1385 W LAKE STREET,0,0,0
BRUSS CO THE,3548 NO KOSTNER AVE,0,0,0
BT AMERICAS INC,350 E CERMAK,0,0,0
BTB DEVELOPMENT INC,3825 S NORMAL,0,0,0
BUCARO BROS AUTO CARE,2750 N RACINE,0,0,0
BUCKINGHAM FOUNTAIN CONTROL CENTER,301 S COLUMBUS DR,0,0,0
"BUCKINGHAM LLC, THE",59 E VAN BUREN,0,0,0
BUCKTOWN AUTO BODY,2321 N WOLCOTT,0,0,0
BUDGET RENT A CAR SYSTEM INC,580 BESSIE COLEMAN DR,0,0,0
BUDGET RENT A CAR SYSTEM INC,5401 W 47TH ST,0,0,0
BUDS AUTO REPAIR & BODYSHOP,1117 W ROSCOE,0,0,0
BUENA VISTA WS BURNET-SWTP - S SIDE OF SH 29 / RM 690,500 W MONROE ST STE 3600,6,0,0
BUFFALO COUNTRY UNCLES 130216-PLANT - 4911 S US HWY 87,30 N LA SALLE ST STE 4140,11,0,0
BUILDERS CABINET SUPPLY,401 N WESTERN AVE,0,2,0
BULLEN MIDWEST INC,1140 E. 103RD ST.,0,0,0
BURGER KING-ES802,ATTN ADRIENNE,12,0,0
BURMAN'S CLEANERS,6703 N OLMSTED,0,0,0
BURNHAM HARBOR,1559 SE LAKE SHORE DR,0,0,0
BURNSIDE SCHOLASTIC ACADEMY,650 E 91ST PL,0,0,0
"BUSH BOAKE ALLEN, INC",2711 W IRVING PARK RD,0,0,0
BUSTER JOHNS,7364 N CLARK,0,0,0
BUY BUY BABY 3069,1419 N KINGSBURY ST,0,0,0
BWAY CORP,3200 S KILBOURN,5,3,0
BXI LLC,I-55 SB @ N KEDZIE EXIT,0,1,0
BYCAP INC,5505 N WOLCOTT,0,0,0
C & J AUTO PARTS,3200 S ARCHER,0,0,0
C&A AUTOBODY CO INC,5349 NORTHWEST HWY,0,0,0
C&J AUTO REBUILDERS,707 W 119 ST,0,0,0
C&O AUTO REBUILDERS,10554 S MICHIGAN AVE,0,0,0
CAE KARL INC DBA C&W AURO BODY,2626 N CLYBOURN,0,0,0
CALCO PALLETS - 4444 W. OHIO STREET CHICAGO IL 60624,4444 W. OHIO STREET,0,0,0
CALDWELL,8546 S CREGIER,0,0,0
CALIBER COLLISION CENTER,1020 N ELSTON AVE,0,0,0
CALIBER COLLISION CENTER,7615 W IRVING PARK RD,0,0,0
CALIBER COLLISION CENTER 2538,3363 COLUMBUS AVE,0,0,0
CALIBER COLLISION CTR,318-320 S MORGAN,0,0,0
CALS CLEANERS & SHOE REPAIR,2131 E 71ST PLACE,0,0,0
CALS COLLISION CTR INC,2929 W 38TH ST,0,0,0
CALSSIC AUTO REBUILDERS DBA CLASSIC COLLISION,8583 S CHICAGO AVE,0,0,0
CALUMET CONTAINER CORPORATION,12158 S STONY ISLAND AVE,0,0,0
CALUMET ENERGY POWER STATION,11601 S TORRENCE AVE,2,1,0
CALUMET ENERGY TEAM LLC,11653 S TORRENCE AVE,0,1,0
CALUMET FACILITY SITE IMPROVEMENTS,3457 E. 100TH STREET,0,1,0
CALUMET HARBOR AND RIVER DMDF ACCESS ROAD,9455 S. KREITER AVENUE,0,0,0
CALUMET INTERMODAL FACILITY - PHASE 3B,2040 E. 106TH ST.,0,0,0
CALUMET RIVER TERMINAL,10740 S BURLEY AVE,0,0,0
CALUMET TANK & EQUIPMENT CO,12440 S STONY ISLAND,1,1,0
CALUMET TRANSLOAD RAILROAD LLC,11400 S BURLEY,0,0,0
"CALUMET TRANSLOAD RAILROAD,LLC",10730 S BURLEY,0,1,0
CALUMET WATER RECLAMATION PLNT,100 E. ERIE STREET,0,0,0
CALUMET YACHT CLUB,4025 E 102ND ST,0,0,0
CALVARY BAPTIST CHURCH,8109 S SOUTH CHICAGO AVE,0,0,0
CAMBRAYS AUTO REBUILDERS,3231 S ARCHER AVE,0,0,0
CAMP DRESSER & MCKEE,233 S WACKER DR STE 450,0,0,0
CANNONBALL COURIER SVCS,875 W HURON ST,0,0,0
CAPITAL AUTO BODY SHOP,5412 N ELSTON,0,0,0
CAPITAL AUTOBODY INC,2838 ELSTON,0,0,0
CAPITOL CAR WASH,2550 N PULASKI RD,0,0,0
CAPITOL CEMENT,6214 N PULASKI,0,0,0
CAPITOL CEMENT CO INC,KINGSBURY & SCOTT ST,0,0,0
CAPITOL CEMENT CO INC,6231 N PULASKI RD,0,0,0
CAR CARE BODYSHOP INC,4122 W GRAND AVE,0,0,0
CAR CARE CENTER,5147 W 47TH ST B,0,0,0
CARBIT PAINT CO,927 W BLACKHAWK ST,0,1,0
CARDINAL COLORS INC,5420 N DAMEN AVE,0,0,0
CARDWELL WESTINGHOUSE,8400 S STEWART AVE,0,0,0
"CARGILL, INC.INDUSTRIAL OILS & LUBRICANT",12201 SOUTH TORRENCE AVE,4,1,0
CAROLINA REPAIR SHOP DBA A TO Z AUTO REPAIR INC,3525 N HARLEM AVE,0,0,0
CARREON SERVICE STATION,2346 N WESTERN AVE,0,0,0
CARRS BODY SHOP,1920 W PETERSON AVE,0,0,0
CARRS BODY SHOP,6600 W NORTH AVE,0,0,0
CARS COLLISION 1,5830 NORTHWEST HWY,0,0,0
CARS COLLISION 35,4545 N ELSTON AVE,0,0,0
CARTER SCHOOL,5740 SO MICHIGAN AVE,0,0,0
CASIMIR PULASKI COMM ACAD,2230 W MCCLEAN,0,0,0
CATHOLIC CHARITIES OF CHICAGO,721 N LASALLE ST B,0,0,0
CATSKILL RV RESORT-TREATMENT - CHLORINATION,6547 N. AVONDALE AVE.,1,0,2
CB RICHARD ELLIS,10 S LASALLE # 2600,0,0,0
CB/KOLL MANAGEMENT,79 W MONROE #1119,0,0,0
CBD SUB SHOP,1216 W CORTEZ ST,0,0,0
CBS TELEVISION STA,630 N MCCLURG CT,0,0,0
CBSL TRANSPORTATION,4750 S MERRIMAC AVE,0,0,0
CCC ADLER ACQUISITIONS INC DBA CHICAGO COLLISION CTR INC,3545 N MILWAUKEE AVE,0,0,0
CD CASH MFG CO,4900 W BLOOMINGDALE AVE,0,0,0
CD ONE PRICE CLEANERS,6600 NORTH AVE,2,1,0
CD ONE PRICE CLEANERS # 15,10323 S PULASKI RD,0,0,0
CD ONE PRICE CLEANERS #12,2200 S MICHIGAN AVE,0,0,0
CD ONE PRICE CLEANERS #32,2955 N ASHLAND AVE,0,0,0
CDB STAGING AREA PLATFORM GRADING,10510 W. ZEMKE ROAD,0,0,0
CDE COLLISION CENTERS,5710 S WESTERN AVE,0,0,0
CDE COLLISION CENTERS,3555 W COLUMBUS,0,0,0
CEDAR CONCEPTS CORP,4100 S PACKERS AVE,0,0,0
CEDAR CONCEPTS INC,4342 S. WOLCOTT AVE.,0,0,0
CEDAR PARK CEMETERY,12540 S HALSTED ST,0,0,0
CENTER FOR HUMAN REPRODUCTION,750 N ORLEANS,0,0,0
CENTERPOINT PROPERTIES AMERICAN DEMO,13535 S TORRENCE AVE,0,0,0
CENTRAL ADMIXTURE PHARMACY SVC INC,812 N LESSING ST,0,0,0
CENTRAL AUTOBODY,3548 W NORTH AVE,0,0,0
CENTRAL BP GAS & MINIMART,1754 N CENTRAL AVE,0,0,0
CENTRAL CLEANERS,5602 W MADISON,0,1,0
CENTRAL INTERMODEL,4000 S KEDZIE,0,0,0
CENTRAL METAL PRODUCTS CO,1638 W KINZIE ST,0,0,0
CENTRAL STEEL & WIRE CO,3000 W 51ST ST,0,0,0
CENTRIO CHICAGO LLC - PLANT 4,222 MERCHANDISE PLAZA,0,0,0
CENTRIO CHICAGO LLC - PLANT 5,330 N WABASH AVE,10,0,0
CENTRIOENERGY PLANT 1,137 S STATE ST,0,0,0
CENTRIOENERGY PLANT 2,400 S FRANKLIN ST,0,0,0
CENTRIOENERGY PLANT 5,330 N WABASH AVE,0,0,0
"CENTURY BUILDING, THE",202 S STATE ST,0,0,0
CENTURY PLATING CO INC,2939 NORTH OAKLEY AVENUE,0,3,0
CENVEO WORLDWIDE LTD,3001 N ROCKWELL,0,1,0
CERMAK AUTO PARTS,2005 W CERMAK RD,0,0,0
CERTIFIED RADIATOR SVC,3865 W COLUMBUS AVE,0,0,0
CESAR CHAVEZ MULTI CULTURAL ARTS CENTER,4831 S HERMITAGE AVE,0,0,0
CH VENTURES,1642 W ESTES AVE,0,0,0
CH VENTURES,1716 W NORTH SHORE AVE,0,0,0
CHA-DEARBORN HOMES,2960 S FEDERAL ST,0,0,0
CHAN ZUCKERBERG BIOHUB CHICAGO,400 N ABERDEEN ST STE 800,0,0,0
CHAPMAN AUTO BODY CARSTAR,5430 W MONTROSE,0,0,0
CHARLES G HAMMOND SCHOOL,2819 W 21ST PL,0,0,0
CHARLES HUGHES ELEMENTARY SCHOOL,4247 W 15TH ST,0,0,0
CHARLES STEINMETZ ACAD CTR,3030 N MOBILE AVE,0,0,0
CHAVEZ RESOURCE CENTER,4946 S PAULINA,0,0,0
CHECKER WERKS,540 W GRENSHAW,0,0,0
CHEE CLEANERS,2120 N WESTERN,0,0,0
CHEM-PLATE INDUSTRIES INC,3820 S WABASH AVE,0,0,0
CHEMTRADE LOGISTICS INC.,2250 EAST 130TH STREET,0,0,0
CHERRY IT AUTO BODY,5613 S ASHLAND,0,0,0
CHGO DEPT OF POLICE,2452 W BELMONT,0,0,0
CHGO DEPT OF POLICE,5101 S WENTWORTH,0,0,0
CHICAGO & KEDZIE AUTOBODY,3150 W CHICAGO AVE,0,0,0
CHICAGO - DEPT OF AVIATION,O'HARE AIRPORT TERMINAL 2,1,2,0
CHICAGO AIS,3510 S MICHIGAN,0,0,0
CHICAGO AIS,4314 S COTTAGE GROVE,0,0,0
CHICAGO ALUMINUM CASTINGS CO INC,2647 W. OGDEN AVENUE,0,0,0
CHICAGO AMERICAN MANUFACTURING LLC,4500 W. 47TH ST.,0,0,0
CHICAGO ANODIZING,4112 W. LAKE ST.,0,0,0
CHICAGO AUTO HOUSE,5726 N NORTHWEST HWY,0,0,0
CHICAGO AUTOBODY,3717 N ASHLAND AVE,0,0,0
CHICAGO AUTOMOTIVE CORP,4118 20 N PULASKI,0,0,0
CHICAGO AUTOMOTIVE CORP,3931 N ELSTON AVE,0,0,0
CHICAGO AVE BRIDGE,622 W CHICAGO AVE,0,0,0
CHICAGO AVE MARATHON,801-805 N CICERO AVE,0,0,0
CHICAGO AVENUE RIVER BRIDGE AND CHICAGO AVENUE / HALSTED STREET VIADUCT,INTERSECTION OF CHICAGO AVENUE AND HALSTED STREET,0,0,0
CHICAGO BEVERAGE,441 N KILBOURN AVE,0,0,0
CHICAGO BOARD OF EDUCATION,1819 W PERSHING RD,0,0,0
CHICAGO CAR SEAL,634 N WESTERN AVE,0,0,0
CHICAGO CEMETERY CORP-EVER REST CEMETERY,11900 S KEDZIE AVE,0,0,0
CHICAGO CENTER FOR ARTS & TECHNOLOGY,1701 W 13TH ST,0,0,0
CHICAGO CHARTER SCH/RALPH ELLISON CAMPUS,1817 W 80TH ST,0,0,0
CHICAGO CITY COLLEGES HAROLD WASHINGTON,30 E LAKE ST,0,0,0
CHICAGO CITY OF,1954 W WINNEMAC AVE,0,0,0
CHICAGO CITY OF,8849 S EXCHANGE,0,0,0
CHICAGO CITY OF,1121 S STATE,0,0,0
CHICAGO CITY OF - DEPT OF FLEET MGMT,1501 W PERSHING RD,0,0,0
CHICAGO CITY OF - POLICE DEPT,6120 S RACINE AVE,0,0,0
CHICAGO CITY OF 2FM,7627 S CONSTANCE AVE,0,0,0
CHICAGO CITY OF AIS,4432 W MADISON,0,0,0
CHICAGO CITY OF DEPT OF FLEET & FACILITY MGMT,210 W 69TH ST,0,0,0
CHICAGO CITY OF FLEET MGMT,5219 S WENTWORTH AVE,0,0,0
CHICAGO CITY OF FLEET MGMT,1685 N THROOP,0,0,0
CHICAGO CITY OF FUEL SITE 1 NORTH & THROOP,1701 N THROOP ST,0,0,0
CHICAGO CITY OF FUEL SITE 2 RAVENSWOOD,6445 N RAVENSWOOD,0,0,0
CHICAGO CITY OF FUEL SITE 3 NW,4233 W FERDINAND,0,0,0
CHICAGO CITY OF FUEL SITE 4 SW,3746 S IRON,0,0,0
CHICAGO CITY OF FUEL SITE 5 SUNNY SIDE,4833 W SUNNYSIDE,0,0,0
CHICAGO CITY OF FUEL SITE 8 104TH,10420 S VINCENNES,0,0,0
CHICAGO CITY OF FUEL SITE FS 205 BELMONT & WESTERN,3245 N CAMPBELL,0,0,0
CHICAGO CITY OF SIGN DIV,3458 S LAWNDALE,0,0,0
CHICAGO CITY OF WELLS STREET DRAWBRIDGE,299 N WELLS ST,0,0,0
"CHICAGO CLUB, THE",81 E VAN BUREN ST,0,0,0
"CHICAGO CSO, CITY OF",121 NORTH LASALLE STREET,12,0,0
CHICAGO CUBS,1060 W ADDISON,0,0,0
CHICAGO CYCLE CTR,7320 N WESTERN AVE,0,0,0
